eventId,cardName,groupName,styleName,eventType,eventSubType,sourceType,titleText,questionText,answerLeft,answerRight,leftFeedback,rightFeedback,left_bodyMind,left_academics,left_relationships,left_economy,right_bodyMind,right_academics,right_relationships,right_economy,left_hiddenDelta,right_hiddenDelta,weight,cardProbability,cooldown,maxDraws,unique,isDrawable,isHighPriority,poolId,conditionExpression,condition_round_min,condition_bodyMind_min,condition_bodyMind_max,condition_academics_min,condition_academics_max,condition_relationships_min,condition_relationships_max,condition_economy_min,condition_economy_max,tags,artPath,triggerNotes,designerNotes,leftSummary,rightSummary,leftOffsetNote,rightOffsetNote,originalRow,nextLeftCardId,nextRightCardId,requiresMetaUnlock,permanentFlagLeft,permanentFlagRight,chainStartLeft,chainStartRight,chainId,chainOrder,isEndingChain,trueEndingConfigId,requiredLifetimeDays,requiredGameOvers
S102,US_S102,Mainline,cs_None,story,社交主线,新增,网线另一端的你,他终于从公交站跑过来，第一句话是：“这地方比副本还难找。”你一下笑出来，语音里的那个人好像真的站在了眼前。,带他逛逛,带他逛逛,原来网友也会喘气，也会迷路。,原来网友也会喘气，也会迷路。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|社交,,主线入口由调度器投放；后续卡仅通过事件链进入。,尴尬被打破，关系变真实。,,,,,,S103,S103,,,,,,MAIN_SOCIAL,3,false,,,
S103,US_S103,Mainline,cs_None,story,社交主线,新增,网线另一端的你,你们俩聊的很开心，从游戏聊到了未来理想，又聊到了人生。临走时，你的固玩依依不舍,没准真是好朋友,没准真是好朋友,关系不一定要按课表出现。,关系不一定要按课表出现。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|社交,,主线入口由调度器投放；后续卡仅通过事件链进入。,真实关系不一定只来自班级、宿舍和社团。,,,,,,,,,,,,,MAIN_SOCIAL,4,false,,,
S200,US_S200,Mainline,cs_None,story,学业主线,新增,结课作业,一门水课结课作业是写一个自己的故事。同学大部分都是拿AI写的，大家汇报都是走个形式。你想好好写，但这要花费很多时间,应付了事,写我想写的,文件很快交上去了，你也很快忘了它。,你新建文档，光标像在等你先开口。,3,2,0,0,-6,6,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|学业,,主线入口由调度器投放；后续卡仅通过事件链进入。,建议右选项进入后续事件链；左选项可回到普通卡池。,身心+3；学业+2,身心-6；学业+6,完成任务但没有留下真实表达。,进入学业主线后续卡。,,,S201,false,,MAIN_02,,,MAIN_ACADEMICS,1,false,,,
S201,US_S201,Mainline,cs_None,story,学业主线,新增,结课作业,你打开空文档，写了三行又删掉。班群里已经有人发了 AI 生成模板，还说：“别太认真，老师不会看的。”,再写一段,再写一段,光标一闪一闪，像在等你先开口。,光标一闪一闪，像在等你先开口。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|学业,,主线入口由调度器投放；后续卡仅通过事件链进入。,叙事推进：认真好像显得很傻。,,,,,,S202,S202,,,,,,MAIN_ACADEMICS,2,false,,,
S202,US_S202,Mainline,cs_None,story,学业主线,新增,结课作业,汇报前你只想快点念完。可读到一半，后排聊天声慢慢停了，有个平时不说话的同学抬头看着你。,把它念完,把它念完,原来认真不是很丢脸的事。,原来认真不是很丢脸的事。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|学业,,主线入口由调度器投放；后续卡仅通过事件链进入。,表达被别人听见了。,,,,,,S203,S203,,,,,,MAIN_ACADEMICS,3,false,,,
S203,US_S203,Mainline,cs_None,story,学业主线,新增,结课作业,你完成你的汇报，老师欣赏的点了点头，教室里传来零零散散的一些掌声，你长舒一口气,因为山就在那,因为山就在那,你发现学业也可以不是表演。,你发现学业也可以不是表演。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|学业,,主线入口由调度器投放；后续卡仅通过事件链进入。,学习不只是成绩，也可以是一次表达自己。,,,,,,,,,,,,,MAIN_ACADEMICS,4,false,,,
S300,US_S300,Mainline,cs_None,story,健康主线,新增,不想学习,不知道从什么时候开始，你觉得你的大学生活毫无意义，每天都在上着没有用的课，也不知道未来在何方，不行，我可以的，振作起来！！！,振作起来！！！,也许是时候摆烂了,你打开待办清单，第一行就把自己劝退了。,你关掉闹钟，世界安静了一点。,-8,5,0,0,8,-8,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|健康,,主线入口由调度器投放；后续卡仅通过事件链进入。,建议右选项进入后续事件链；左选项可回到普通卡池。,身心-8；学业+5,身心+8；学业-8,强行自律，短期推进学业但压低身心。,进入健康主线后续卡。,,,S301,false,,MAIN_03,,,MAIN_BODY_MIND,1,false,,,
S301,US_S301,Mainline,cs_None,story,健康主线,新增,不想学习,你关掉闹钟，错过早八，错过午饭，也错过群里的签到提醒。第一天很轻松，第三天你连游戏登录都嫌累。,再躺一会,再躺一会,摆烂也会消耗体力。,摆烂也会消耗体力。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|健康,,主线入口由调度器投放；后续卡仅通过事件链进入。,叙事推进：摆烂并没有马上解决问题。,,,,,,S302,S302,,,,,,MAIN_BODY_MIND,2,false,,,
S302,US_S302,Mainline,cs_None,story,健康主线,新增,不想学习,你下楼丢垃圾，顺手把衣服塞进洗衣机。机器转起来的时候，你突然想：下午那节课，好像也不是完全不能去。,先洗把脸,先洗把脸,原来恢复不是热血，是重新动一下。,原来恢复不是热血，是重新动一下。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|健康,,主线入口由调度器投放；后续卡仅通过事件链进入。,恢复从很小的动作开始。,,,,,,S303,S303,,,,,,MAIN_BODY_MIND,3,false,,,
S303,US_S303,Mainline,cs_None,story,健康主线,新增,不想学习,在你玩到什么游戏也不想玩，一秒钟手机都不想看的时候。你忽然发现，自己好像又想去上课了,原来生活没有时间表,原来生活没有时间表,身体不是敌人，是你的起点。,身体不是敌人，是你的起点。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|健康,,主线入口由调度器投放；后续卡仅通过事件链进入。,休息不是失败，生活没有标准时间表。,,,,,,,,,,,,,MAIN_BODY_MIND,4,false,,,
S400,US_S400,Mainline,cs_None,story,金钱主线,新增,那张票,周末有个你惦记很久的小展，门票加来回车费不算少。你本来想把钱省下来，像一个“会过日子”的大学生。,还是省下来吧,去看看,你关掉购票页，余额没变，心里空了一点。,付款成功，你盯着余额看了很久。,-2,0,0,5,5,0,0,-10,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|金钱,,主线入口由调度器投放；后续卡仅通过事件链进入。,建议右选项进入后续事件链；左选项可回到普通卡池。,身心-2；经济+5,身心+5；经济-10,钱保住了，但继续压抑自己的欲望。,进入金钱主线后续卡。,,,S401,false,,MAIN_04,,,MAIN_ECONOMY,1,false,,,
S401,US_S401,Mainline,cs_None,story,金钱主线,新增,那张票,刚出校门，手机就弹出本月预算提醒。雨又下起来，鞋边很快湿了，你开始怀疑这趟是不是太任性。,继续往前走,继续往前走,你把票二维码又确认了一遍。,你把票二维码又确认了一遍。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|金钱,,主线入口由调度器投放；后续卡仅通过事件链进入。,叙事推进：花钱之后开始后悔。,,,,,,S402,S402,,,,,,MAIN_ECONOMY,2,false,,,
S402,US_S402,Mainline,cs_None,story,金钱主线,新增,那张票,展厅比你想象中小，只有几排作品。可留言本上有人写：“我也是一个人来的。”你在旁边写下日期，忽然觉得今天有了名字。,慢慢看完,慢慢看完,原来一个人花钱出门，也不需要向谁解释。,原来一个人花钱出门，也不需要向谁解释。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|金钱,,主线入口由调度器投放；后续卡仅通过事件链进入。,这笔钱买到的不是“值不值”，而是一段自己的时间。,,,,,,S403,S403,,,,,,MAIN_ECONOMY,3,false,,,
S403,US_S403,Mainline,cs_None,story,金钱主线,新增,那张票,返校路上，你买了一杯热豆浆。钱确实少了，但这个下午像被你亲手拿了回来。你开始明白，花钱不只是计算损失，也可以是在给生活留位置。,原来钱也可以这样花,原来钱也可以这样花,不是每一笔支出都要证明有用。,不是每一笔支出都要证明有用。,0,0,0,0,0,0,0,0,,,1,1,0,1,true,false,false,mainline,,,,,,,,,,,主线|金钱,,主线入口由调度器投放；后续卡仅通过事件链进入。,钱不是路线，是帮助自己生活的工具。,,,,,,,,,,,,,MAIN_ECONOMY,4,false,,,
TE001,US_TE001,TrueEnding,cs_None,ending,真结局,新增,路在何方,原来，人生是旷野，而非孤岛,找到自己的星星,找到自己的星星,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,true_ending,,,,,,,,,,,真结局,,真结局触发后显示；左右选项均回到新游戏,P0修复新增真结局卡；正式卡图待提供,回到新游戏,回到新游戏,无数值变化,无数值变化,TE001,,,false,,,,,TRUE_ENDING,1,true,TRUE_ENDING,0,0
END01,US_END01,ValueEnding,cs_GameOver,ending,数值结局,新增,自律,你很满意自己每天极度自律的健康生活，只是你的生活除了自律，似乎不需要再做些什么了,为什么,为什么,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,value_ending,bodyMind > 100,,,,,,,,,,数值结局|健康,,bodyMind > 100 触发后显示；按偏离边界值最大者优先,来自结局卡.xlsx,回到新游戏,回到新游戏,无数值变化,无数值变化,END01,,,false,,,,,,,false,,0,0
END02,US_END02,ValueEnding,cs_GameOver,ending,数值结局,新增,一次腹痛,你在某天睡醒之后发现自己发烧，匆匆忙忙去了医院，没人把这当回事，可你却在也没下过病床,为什么,为什么,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,value_ending,bodyMind < 0,,,,,,,,,,数值结局|健康,,bodyMind < 0 触发后显示；按偏离边界值最大者优先,来自结局卡.xlsx,回到新游戏,回到新游戏,无数值变化,无数值变化,END02,,,false,,,,,,,false,,0,0
END03,US_END03,ValueEnding,cs_GameOver,ending,数值结局,新增,优绩主义,你的成绩永远是第一，各种奖项拿到手软，但你的时间早就被考试和比赛填满,为什么,为什么,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,value_ending,academics > 100,,,,,,,,,,数值结局|学业,,academics > 100 触发后显示；按偏离边界值最大者优先,来自结局卡.xlsx,回到新游戏,回到新游戏,无数值变化,无数值变化,END03,,,false,,,,,,,false,,0,0
END04,US_END04,ValueEnding,cs_GameOver,ending,数值结局,新增,退学申请,你被辅导员叫到办公室，几位老师和你长谈一番，你知道，被劝退只是时间问题,为什么,为什么,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,value_ending,academics < 0,,,,,,,,,,数值结局|学业,,academics < 0 触发后显示；按偏离边界值最大者优先,来自结局卡.xlsx,回到新游戏,回到新游戏,无数值变化,无数值变化,END04,,,false,,,,,,,false,,0,0
END05,US_END05,ValueEnding,cs_GameOver,ending,数值结局,新增,人形AI,你是大学里的社交达人，大家羡慕的对象，可你也习惯将真实的情绪掩埋在心底,为什么,为什么,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,value_ending,relationships > 100,,,,,,,,,,数值结局|社交,,relationships > 100 触发后显示；按偏离边界值最大者优先,来自结局卡.xlsx,回到新游戏,回到新游戏,无数值变化,无数值变化,END05,,,false,,,,,,,false,,0,0
END06,US_END06,ValueEnding,cs_GameOver,ending,数值结局,新增,透明校友,突然有一天，你消失在了校园里，可直到学期结束，也没有人发现,为什么,为什么,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,value_ending,relationships < 0,,,,,,,,,,数值结局|社交,,relationships < 0 触发后显示；按偏离边界值最大者优先,来自结局卡.xlsx,回到新游戏,回到新游戏,无数值变化,无数值变化,END06,,,false,,,,,,,false,,0,0
END07,US_END07,ValueEnding,cs_GameOver,ending,数值结局,新增,成功人士,你在大学里过着光鲜亮丽的生活，但你不敢停下搞钱，因为你发现，钱已经成为你生命的基石,为什么,为什么,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,value_ending,economy > 100,,,,,,,,,,数值结局|金钱,,economy > 100 触发后显示；按偏离边界值最大者优先,来自结局卡.xlsx,回到新游戏,回到新游戏,无数值变化,无数值变化,END07,,,false,,,,,,,false,,0,0
END08,US_END08,ValueEnding,cs_GameOver,ending,数值结局,新增,戒社案例,你在又一次月底没钱后点开了网贷软件，最后看着自己的欠款，你后悔当初的一切,为什么,为什么,,,0,0,0,0,0,0,0,0,,,0,0,0,1,true,false,false,value_ending,economy < 0,,,,,,,,,,数值结局|金钱,,economy < 0 触发后显示；按偏离边界值最大者优先,来自结局卡.xlsx,回到新游戏,回到新游戏,无数值变化,无数值变化,END08,,,false,,,,,,,false,,0,0
